Ticker,Open,High,Low,Close,Volume,Bid,Ask,Timestamp
EXE,111.0,111.0,111.0,111.0,532,0,0,2026-01-29 08:13:00
EXE,111.02,111.02,111.02,111.02,298,0,0,2026-01-29 08:38:00
EXE,110.98,111,110.98,111,888,110.3,114,2026-01-29 08:48:00
EXE,111.47,111.5,111.47,111.5,521,0,0,2026-01-29 09:21:00
EXE,111.34,111.34,111.34,111.34,275,111,112.66,2026-01-29 09:30:00
EXE,111.31,111.76,111.31,111.7,29847,0,0,2026-01-29 09:30:00
EXE,111.7,111.7,111.27,111.69,12600,0,0,2026-01-29 09:31:00
EXE,111.65,111.66,111.18,111.18,5969,0,0,2026-01-29 09:32:00
EXE,111.2,111.2,110.86,110.86,2974,110.57,111.08,2026-01-29 09:34:00
EXE,110.95,110.95,110.83,110.83,821,0,0,2026-01-29 09:34:00
EXE,111.08,111.08,110.38,110.38,2312,110.12,110.6,2026-01-29 09:36:00
EXE,110.36,110.8,110.01,110.19,10806,0,0,2026-01-29 09:36:00
EXE,110.39,110.5,110.01,110.5,6992,0,0,2026-01-29 09:37:00
EXE,110.63,111.14,110.63,111.06,3618,0,0,2026-01-29 09:38:00
EXE,111.06,111.22,111.03,111.22,3641,0,0,2026-01-29 09:39:00
EXE,111.19,111.28,111.19,111.22,2840,0,0,2026-01-29 09:40:00
EXE,111.41,111.78,111.27,111.53,21775,0,0,2026-01-29 09:41:00
EXE,111.53,111.53,111.24,111.24,3796,0,0,2026-01-29 09:42:00
EXE,111.01,111.11,110.89,110.98,8784,0,0,2026-01-29 09:43:00
EXE,110.91,110.91,110.67,110.67,2489,0,0,2026-01-29 09:44:00
EXE,110.84,110.89,110.36,110.77,7707,0,0,2026-01-29 09:45:00
EXE,110.64,110.74,110.64,110.67,5562,0,0,2026-01-29 09:46:00
EXE,110.67,110.68,110.51,110.52,3929,0,0,2026-01-29 09:47:00
EXE,110.66,110.94,110.58,110.93,4070,0,0,2026-01-29 09:48:00
EXE,110.93,111.12,110.93,111.12,2473,0,0,2026-01-29 09:49:00
EXE,111.17,111.19,110.89,111.03,4464,0,0,2026-01-29 09:50:00
EXE,111.01,111.01,110.81,110.81,3460,0,0,2026-01-29 09:51:00
EXE,110.79,110.84,110.66,110.66,4460,0,0,2026-01-29 09:52:00
EXE,110.78,110.81,110.78,110.8,1426,0,0,2026-01-29 09:53:00
EXE,110.88,111.1,110.63,111.1,7364,0,0,2026-01-29 09:54:00
EXE,110.92,110.92,110.72,110.77,2116,0,0,2026-01-29 09:55:00
EXE,110.77,110.85,110.73,110.82,4555,0,0,2026-01-29 09:56:00
EXE,110.91,111.0,110.79,110.79,6457,0,0,2026-01-29 09:57:00
EXE,110.78,110.93,110.64,110.64,19512,0,0,2026-01-29 09:58:00
EXE,110.69,110.83,110.69,110.69,3591,0,0,2026-01-29 09:59:00
EXE,110.69,110.83,110.69,110.78,5900,0,0,2026-01-29 10:00:00
EXE,110.81,110.81,110.81,110.81,423,0,0,2026-01-29 10:01:00
EXE,110.84,110.99,110.75,110.75,10902,0,0,2026-01-29 10:02:00
