Ticker,Open,High,Low,Close,Volume,Bid,Ask,Timestamp
APH,148.07,148.07,148.07,148.07,215,0,0,2026-01-29 08:08:00
APH,148.66,148.66,148.66,148.66,357,0,0,2026-01-29 08:09:00
APH,148.0,148.71,148.0,148.71,600,0,0,2026-01-29 08:11:00
APH,148.5,148.5,148.5,148.5,406,0,0,2026-01-29 08:12:00
APH,148.1,148.1,148.0,148.0,1474,0,0,2026-01-29 08:17:00
APH,147.87,147.87,147.66,147.66,415,0,0,2026-01-29 08:23:00
APH,147.74,147.74,147.74,147.74,199,0,0,2026-01-29 08:27:00
APH,147.69,147.69,147.69,147.69,894,0,0,2026-01-29 08:29:00
APH,147.8,147.8,147.8,147.8,236,0,0,2026-01-29 08:30:00
APH,147.99,148.0,147.99,148.0,538,0,0,2026-01-29 08:31:00
APH,147.9,147.9,147.9,147.9,233,0,0,2026-01-29 08:33:00
APH,147.99,147.99,147.86,147.86,668,0,0,2026-01-29 08:36:00
APH,147.85,147.85,147.85,147.85,124,147.8,148,2026-01-29 08:41:00
APH,147.8,147.8,147.8,147.8,441,0,0,2026-01-29 08:43:00
APH,147.8,147.8,147.8,147.8,361,147.6,148,2026-01-29 08:46:00
APH,147.9,147.9,147.9,147.9,114,0,0,2026-01-29 08:46:00
APH,147.78,147.78,147.78,147.78,180,147.6,148,2026-01-29 08:49:00
APH,147.7,147.7,147.63,147.63,312,0,0,2026-01-29 08:53:00
APH,147.6,147.6,147.6,147.6,624,147.5,147.62,2026-01-29 08:55:00
APH,147.61,147.62,147.61,147.62,574,0,0,2026-01-29 08:55:00
APH,147.74,148.0,147.74,148.0,431,0,0,2026-01-29 08:59:00
APH,147.75,147.95,147.51,147.51,1491,0,0,2026-01-29 09:02:00
APH,147.6,147.6,147.6,147.6,394,0,0,2026-01-29 09:06:00
APH,147.3,147.3,147.3,147.3,493,0,0,2026-01-29 09:11:00
APH,147.3,147.3,147.3,147.3,249,0,0,2026-01-29 09:12:00
APH,147.82,147.82,147.82,147.82,1059,0,0,2026-01-29 09:15:00
APH,148.0,148.0,148.0,148.0,147,0,0,2026-01-29 09:22:00
APH,147.0,147.0,147.0,147.0,555,0,0,2026-01-29 09:25:00
APH,147.65,148.0,147.65,148.0,1422,0,0,2026-01-29 09:27:00
APH,148.0,148.0,147.99,147.99,1031,0,0,2026-01-29 09:28:00
APH,148,148,148,148,1317,148.25,148.86,2026-01-29 09:30:01
APH,148.26,148.99,148.0,148.84,298220,0,0,2026-01-29 09:30:00
APH,148.84,149.24,148.0,148.0,51262,0,0,2026-01-29 09:31:00
APH,147.91,148.5,147.63,148.42,55570,0,0,2026-01-29 09:32:00
APH,148.37,149.03,147.95,147.98,69755,0,0,2026-01-29 09:33:00
APH,148.18,148.21,146.5,146.72,81079,0,0,2026-01-29 09:34:00
APH,146.86,146.94,146.07,146.48,110916,0,0,2026-01-29 09:35:00
APH,146.48,146.82,146.08,146.23,58070,0,0,2026-01-29 09:36:00
APH,146.31,146.34,145.75,145.76,49130,0,0,2026-01-29 09:37:00
APH,145.84,146.5,145.79,146.5,47682,0,0,2026-01-29 09:38:00
APH,146.65,147.84,146.59,147.74,49327,0,0,2026-01-29 09:39:00
APH,147.72,148.37,147.63,148.37,85164,0,0,2026-01-29 09:40:00
APH,148.37,148.9,148.37,148.74,74071,0,0,2026-01-29 09:41:00
APH,148.74,149.06,148.38,149.06,54154,0,0,2026-01-29 09:42:00
APH,149.06,149.38,148.93,149.09,106088,0,0,2026-01-29 09:43:00
APH,149.03,149.66,148.94,149.66,57780,0,0,2026-01-29 09:44:00
APH,149.59,150.4,149.3,150.4,101419,0,0,2026-01-29 09:45:00
APH,150.4,150.49,148.88,148.96,54444,0,0,2026-01-29 09:46:00
APH,149.03,149.88,148.92,149.6,36987,0,0,2026-01-29 09:47:00
APH,149.6,150.45,149.21,150.33,67455,0,0,2026-01-29 09:48:00
APH,150.33,150.45,150.08,150.23,34014,0,0,2026-01-29 09:49:00
APH,150.29,150.35,149.3,149.56,61878,0,0,2026-01-29 09:50:00
APH,149.56,149.76,149.4,149.66,57594,0,0,2026-01-29 09:51:00
APH,149.66,150.68,149.64,150.68,62904,0,0,2026-01-29 09:52:00
APH,150.69,150.74,150.34,150.42,58866,0,0,2026-01-29 09:53:00
APH,150.39,150.71,150.31,150.54,48128,0,0,2026-01-29 09:54:00
APH,150.52,151.0,150.38,151.0,72680,0,0,2026-01-29 09:55:00
APH,150.97,151.41,150.88,151.28,66672,0,0,2026-01-29 09:56:00
APH,151.36,151.37,150.35,150.35,61268,0,0,2026-01-29 09:57:00
APH,150.32,150.77,150.29,150.64,125963,0,0,2026-01-29 09:58:00
APH,150.69,150.69,150.18,150.26,67628,0,0,2026-01-29 09:59:00
APH,150.29,150.75,150.01,150.2,121571,0,0,2026-01-29 10:00:00
APH,150.2,150.46,149.74,149.87,126340,0,0,2026-01-29 10:01:00
APH,149.85,149.85,149.18,149.63,117002,0,0,2026-01-29 10:02:00
APH,149.56,150.1,149.2,149.23,82671,0,0,2026-01-29 10:03:00
APH,149.25,149.38,148.99,149.27,94440,0,0,2026-01-29 10:04:00
APH,149.28,149.94,149.18,149.62,79414,0,0,2026-01-29 10:05:00
APH,149.57,149.87,149.07,149.08,45870,0,0,2026-01-29 10:06:00
APH,149.07,149.18,148.74,149.09,126459,0,0,2026-01-29 10:07:00
APH,149.03,149.86,149.02,149.66,80872,0,0,2026-01-29 10:08:00
APH,149.66,150.31,149.6,150.24,52209,0,0,2026-01-29 10:09:00
APH,150.24,150.3,148.74,149.05,226145,0,0,2026-01-29 10:10:00
APH,148.97,149.33,148.6,148.71,86366,0,0,2026-01-29 10:11:00
APH,148.68,149.11,148.57,149.09,63715,0,0,2026-01-29 10:12:00
APH,149.01,149.39,148.96,149.26,38788,0,0,2026-01-29 10:13:00
APH,149.25,149.41,148.93,149.11,75476,0,0,2026-01-29 10:14:00
