Ticker,Open,High,Low,Close,Volume,Bid,Ask,Timestamp
ATRO,77.49,77.49,77.49,77.49,150,76.58,79.5,2026-01-29 07:18:00
ATRO,77.78,78.0,77.47,77.47,12311,0,0,2026-01-29 09:30:00
ATRO,77.47,77.55,77.47,77.48,1309,0,0,2026-01-29 09:31:00
ATRO,77.57,77.77,77.57,77.77,496,0,0,2026-01-29 09:32:00
ATRO,77.98,78.43,77.83,78.27,4493,0,0,2026-01-29 09:33:00
ATRO,77.87,77.87,77.16,77.16,1492,0,0,2026-01-29 09:34:00
ATRO,77.38,77.38,76.25,76.3,3884,0,0,2026-01-29 09:36:00
ATRO,76.43,77.89,76.43,77.89,1195,0,0,2026-01-29 09:37:00
ATRO,76.57,76.57,76.57,76.57,477,0,0,2026-01-29 09:38:00
ATRO,77.57,77.57,77.57,77.57,322,0,0,2026-01-29 09:40:00
ATRO,76.93,76.93,76.93,76.93,412,0,0,2026-01-29 09:43:00
ATRO,77.29,77.29,77.29,77.29,1863,0,0,2026-01-29 09:44:00
ATRO,77.3,77.56,77.22,77.56,728,0,0,2026-01-29 09:45:00
ATRO,77.17,77.17,77.17,77.17,303,0,0,2026-01-29 09:46:00
ATRO,77.17,77.49,77.17,77.22,3628,0,0,2026-01-29 09:47:00
ATRO,77.51,77.84,76.89,77.84,4415,0,0,2026-01-29 09:48:00
ATRO,78.0,78.0,77.83,77.83,318,0,0,2026-01-29 09:50:00
ATRO,77.83,77.83,77.83,77.83,302,0,0,2026-01-29 09:51:00
ATRO,77.83,77.83,77.83,77.83,270,0,0,2026-01-29 09:52:00
ATRO,77.83,77.83,77.83,77.83,504,0,0,2026-01-29 09:53:00
ATRO,77.83,77.83,77.83,77.83,953,0,0,2026-01-29 09:54:00
ATRO,77.83,78.27,77.83,78.21,2409,0,0,2026-01-29 09:57:00
ATRO,77.81,77.81,77.81,77.81,533,0,0,2026-01-29 09:58:00
ATRO,77.34,77.34,77.17,77.17,1767,0,0,2026-01-29 10:00:00
ATRO,77.14,77.14,77.14,77.14,1579,0,0,2026-01-29 10:01:00
ATRO,77.31,77.31,77.13,77.13,478,0,0,2026-01-29 10:02:00
ATRO,77.13,77.13,77.13,77.13,283,0,0,2026-01-29 10:03:00
ATRO,77.14,77.14,77.14,77.14,380,0,0,2026-01-29 10:04:00
ATRO,77.19,77.38,77.19,77.38,381,0,0,2026-01-29 10:05:00
ATRO,77.23,77.23,77.23,77.23,675,0,0,2026-01-29 10:06:00
ATRO,77.38,77.38,77.38,77.38,484,0,0,2026-01-29 10:07:00
ATRO,77.14,77.61,77.14,77.61,832,77.14,78.08,2026-01-29 10:09:00
ATRO,77.15,77.26,76.65,76.88,1689,0,0,2026-01-29 10:09:00
ATRO,77.06,77.06,76.97,76.97,721,0,0,2026-01-29 10:10:00
ATRO,76.63,77.06,76.63,76.86,2432,0,0,2026-01-29 10:11:00
ATRO,76.86,77.22,76.86,76.86,1328,0,0,2026-01-29 10:12:00
ATRO,76.86,77.13,76.86,77.13,1124,0,0,2026-01-29 10:13:00
ATRO,77.19,77.37,76.86,77.37,3530,0,0,2026-01-29 10:14:00
ATRO,77.23,77.23,77.06,77.06,1617,0,0,2026-01-29 10:15:00
ATRO,77.06,77.06,77.06,77.06,405,0,0,2026-01-29 10:16:00
ATRO,77.06,77.35,77.06,77.35,949,0,0,2026-01-29 10:17:00
ATRO,77.35,77.35,77.35,77.35,229,0,0,2026-01-29 10:19:00
ATRO,77.24,77.24,77.24,77.24,193,0,0,2026-01-29 10:20:00
ATRO,77.61,77.61,77.61,77.61,512,0,0,2026-01-29 10:23:00
ATRO,77.61,77.83,77.61,77.83,496,0,0,2026-01-29 10:25:00
ATRO,77.81,77.81,77.81,77.81,296,0,0,2026-01-29 10:26:00
ATRO,77.98,77.98,77.68,77.68,938,0,0,2026-01-29 10:27:00
ATRO,77.68,77.68,77.68,77.68,683,0,0,2026-01-29 10:28:00
ATRO,77.71,77.71,77.71,77.71,453,77.15,77.81,2026-01-29 10:30:00
ATRO,77.22,77.22,77.0,77.0,1358,0,0,2026-01-29 10:30:00
ATRO,76.75,76.78,76.75,76.78,879,0,0,2026-01-29 10:35:00
ATRO,76.62,76.62,76.62,76.62,166,0,0,2026-01-29 10:36:00
ATRO,76.62,76.7,76.62,76.7,487,0,0,2026-01-29 10:37:00
ATRO,76.5,76.5,76.5,76.5,499,0,0,2026-01-29 10:38:00
ATRO,76.5,76.5,76.5,76.5,221,0,0,2026-01-29 10:39:00
ATRO,76.46,76.46,76.46,76.46,521,0,0,2026-01-29 10:40:00
ATRO,76.4,76.4,76.4,76.4,323,0,0,2026-01-29 10:41:00
ATRO,76.31,76.31,75.84,76.04,3037,0,0,2026-01-29 10:42:00
ATRO,76.03,76.03,76.03,76.03,358,0,0,2026-01-29 10:43:00
ATRO,76.03,76.03,75.84,75.84,1992,0,0,2026-01-29 10:45:00
ATRO,75.96,75.96,75.96,75.96,256,0,0,2026-01-29 10:46:00
ATRO,76.2,76.65,76.2,76.65,3478,0,0,2026-01-29 10:47:00
ATRO,76.5,76.5,76.5,76.5,374,0,0,2026-01-29 10:48:00
ATRO,76.55,76.6,76.33,76.6,734,0,0,2026-01-29 10:49:00
ATRO,76.05,76.22,75.84,75.84,2048,0,0,2026-01-29 10:52:00
ATRO,76.13,76.13,76.13,76.13,173,0,0,2026-01-29 10:55:00
ATRO,76.02,76.03,76.02,76.03,1092,0,0,2026-01-29 10:56:00
ATRO,76.31,76.31,76.13,76.14,793,0,0,2026-01-29 10:57:00
ATRO,76.14,76.14,76.14,76.14,189,0,0,2026-01-29 11:00:00
ATRO,76.14,76.14,76.13,76.14,548,0,0,2026-01-29 11:03:00
ATRO,76.11,76.22,76.11,76.22,1734,0,0,2026-01-29 11:09:00
ATRO,76.22,76.35,76.22,76.35,1167,0,0,2026-01-29 11:11:00
ATRO,76.43,76.53,76.43,76.53,1057,0,0,2026-01-29 11:12:00
ATRO,76.58,76.6,76.58,76.6,1553,0,0,2026-01-29 11:13:00
ATRO,76.51,76.53,76.36,76.46,906,0,0,2026-01-29 11:14:00
ATRO,76.88,76.88,76.88,76.88,1171,0,0,2026-01-29 11:18:00
ATRO,77.12,77.16,77.12,77.16,1293,0,0,2026-01-29 11:19:00
ATRO,77.28,77.28,77.28,77.28,1374,0,0,2026-01-29 11:20:00
