Ticker,Open,High,Low,Close,Volume,Bid,Ask,Timestamp
GEF,72.61,72.61,72.44,72.44,1669,0,0,2026-01-29 09:30:00
GEF,72.33,72.41,72.33,72.41,322,0,0,2026-01-29 09:31:00
GEF,71.98,71.98,71.98,71.98,267,0,0,2026-01-29 09:53:00
GEF,71.96,71.97,71.81,71.81,1712,0,0,2026-01-29 09:54:00
GEF,71.32,71.32,71.32,71.32,130,0,0,2026-01-29 09:58:00
GEF,71.84,71.84,71.84,71.84,116,0,0,2026-01-29 10:01:00
GEF,71.31,71.31,71.31,71.31,186,0,0,2026-01-29 10:02:00
GEF,71.35,71.84,71.35,71.82,1828,0,0,2026-01-29 10:03:00
GEF,71.51,71.51,71.51,71.51,301,0,0,2026-01-29 10:06:00
GEF,71.51,71.51,71.15,71.15,970,0,0,2026-01-29 10:07:00
GEF,71.51,71.51,71.29,71.29,508,0,0,2026-01-29 10:09:00
GEF,71.2,71.2,71.2,71.2,216,0,0,2026-01-29 10:10:00
GEF,71.03,71.03,71.03,71.03,131,0,0,2026-01-29 10:11:00
GEF,70.87,70.88,70.29,70.77,2242,0,0,2026-01-29 10:12:00
GEF,70.32,70.32,70.32,70.32,255,0,0,2026-01-29 10:13:00
GEF,70.35,70.35,70.35,70.35,278,0,0,2026-01-29 10:14:00
GEF,70.35,70.88,70.3,70.88,577,0,0,2026-01-29 10:15:00
GEF,70.88,71.31,70.84,71.31,1325,0,0,2026-01-29 10:16:00
GEF,70.74,71.25,70.61,70.86,530,0,0,2026-01-29 10:17:00
GEF,70.85,71.25,70.64,70.64,2217,0,0,2026-01-29 10:18:00
GEF,71.19,71.19,71.19,71.19,203,0,0,2026-01-29 10:19:00
GEF,70.89,70.89,70.89,70.89,243,0,0,2026-01-29 10:20:00
GEF,70.89,70.89,70.72,70.72,1881,0,0,2026-01-29 10:22:00
GEF,70.72,70.99,70.72,70.72,1009,0,0,2026-01-29 10:23:00
GEF,70.69,70.69,70.37,70.37,471,0,0,2026-01-29 10:24:00
GEF,70.55,70.55,70.31,70.31,506,0,0,2026-01-29 10:26:00
GEF,70.41,70.41,70.36,70.38,491,0,0,2026-01-29 10:27:00
GEF,70.36,70.36,70.36,70.36,384,0,0,2026-01-29 10:28:00
GEF,70.34,70.34,70.34,70.34,212,0,0,2026-01-29 10:30:00
GEF,70.34,70.34,70.34,70.34,182,0,0,2026-01-29 10:31:00
GEF,70.33,70.33,70.33,70.33,105,0,0,2026-01-29 10:34:00
GEF,70.44,70.44,69.95,70.0,3808,0,0,2026-01-29 10:39:00
GEF,70.15,70.15,70.15,70.15,250,0,0,2026-01-29 10:45:00
GEF,69.72,69.72,69.72,69.72,807,0,0,2026-01-29 10:50:00
GEF,69.72,69.72,69.72,69.72,284,0,0,2026-01-29 10:53:00
GEF,69.73,69.73,69.73,69.73,222,0,0,2026-01-29 10:54:00
GEF,69.72,69.79,69.67,69.67,1604,0,0,2026-01-29 10:58:00
GEF,69.67,69.67,69.56,69.59,413,0,0,2026-01-29 11:00:00
GEF,69.67,69.67,69.67,69.67,846,0,0,2026-01-29 11:01:00
GEF,69.43,69.43,69.43,69.43,240,0,0,2026-01-29 11:03:00
GEF,69.16,69.16,69.15,69.15,264,0,0,2026-01-29 11:05:00
GEF,69.15,69.15,69.15,69.15,156,0,0,2026-01-29 11:06:00
GEF,69.14,69.14,69.14,69.14,516,0,0,2026-01-29 11:09:00
GEF,69.14,69.14,69.14,69.14,231,0,0,2026-01-29 11:10:00
GEF,69.13,69.13,69.13,69.13,549,0,0,2026-01-29 11:11:00
GEF,69.43,69.47,69.43,69.47,430,0,0,2026-01-29 11:12:00
GEF,69.19,69.19,69.19,69.19,1381,0,0,2026-01-29 11:16:00
GEF,69.22,69.22,69.17,69.17,758,0,0,2026-01-29 11:17:00
GEF,68.87,68.89,68.73,68.89,2365,0,0,2026-01-29 11:18:00
