Ticker,Open,High,Low,Close,Volume,Bid,Ask,Timestamp
FBIN,54.75,55.12,54.34,54.8,19767,0,0,2026-01-29 09:30:00
FBIN,54.29,54.45,54.29,54.29,1182,0,0,2026-01-29 09:31:00
FBIN,54.29,54.39,54.29,54.39,1796,0,0,2026-01-29 09:32:00
FBIN,54.65,54.65,54.0,54.0,1968,0,0,2026-01-29 09:33:00
FBIN,54.02,54.04,54.01,54.01,432,0,0,2026-01-29 09:35:00
FBIN,54.16,54.16,54.12,54.12,249,0,0,2026-01-29 09:36:00
FBIN,54.51,54.51,54.4,54.48,2317,0,0,2026-01-29 09:37:00
FBIN,54.48,54.49,54.48,54.49,3356,0,0,2026-01-29 09:38:00
FBIN,54.49,54.52,54.49,54.52,8637,0,0,2026-01-29 09:39:00
FBIN,54.79,54.95,54.65,54.95,3512,0,0,2026-01-29 09:40:00
FBIN,54.95,54.95,54.95,54.95,271,0,0,2026-01-29 09:41:00
FBIN,54.97,54.97,54.97,54.97,347,0,0,2026-01-29 09:42:00
FBIN,54.68,54.7,54.25,54.25,3607,0,0,2026-01-29 09:44:00
FBIN,54.58,54.58,54.28,54.28,781,0,0,2026-01-29 09:45:00
FBIN,54.29,54.29,54.29,54.29,323,0,0,2026-01-29 09:46:00
FBIN,54.31,54.31,54.11,54.11,3180,0,0,2026-01-29 09:47:00
FBIN,54.27,54.28,54.15,54.28,1749,0,0,2026-01-29 09:48:00
FBIN,54.28,54.3,54.17,54.3,4749,54.16,54.44,2026-01-29 09:50:00
FBIN,54.3,54.42,53.85,53.85,8633,0,0,2026-01-29 09:50:00
FBIN,53.93,54.0,53.83,53.83,8168,0,0,2026-01-29 09:51:00
FBIN,53.91,53.91,53.87,53.91,2641,0,0,2026-01-29 09:52:00
FBIN,53.92,54.13,53.92,54.13,1882,0,0,2026-01-29 09:53:00
FBIN,54.08,54.27,54.02,54.27,6143,0,0,2026-01-29 09:54:00
FBIN,54.21,54.21,53.9,53.97,5312,0,0,2026-01-29 09:55:00
FBIN,53.97,54.05,53.89,53.89,3747,0,0,2026-01-29 09:56:00
FBIN,54.05,54.05,53.85,53.86,8935,0,0,2026-01-29 09:57:00
FBIN,53.9,53.95,53.78,53.78,6792,0,0,2026-01-29 09:58:00
FBIN,53.69,53.77,53.69,53.77,1560,0,0,2026-01-29 09:59:00
FBIN,53.77,53.77,53.64,53.73,2198,0,0,2026-01-29 10:00:00
FBIN,53.74,53.93,53.74,53.9,4122,0,0,2026-01-29 10:01:00
FBIN,53.91,53.91,53.91,53.91,5426,0,0,2026-01-29 10:02:00
FBIN,54.03,54.03,53.95,53.97,2065,0,0,2026-01-29 10:03:00
FBIN,53.97,53.97,53.97,53.97,1214,0,0,2026-01-29 10:04:00
FBIN,53.94,53.94,53.89,53.89,1929,0,0,2026-01-29 10:05:00
FBIN,53.94,53.94,53.84,53.84,2153,0,0,2026-01-29 10:06:00
FBIN,53.86,53.86,53.76,53.8,2970,0,0,2026-01-29 10:07:00
FBIN,53.83,53.83,53.72,53.72,3886,0,0,2026-01-29 10:08:00
FBIN,53.73,53.74,53.68,53.68,2451,0,0,2026-01-29 10:09:00
FBIN,53.67,53.67,53.63,53.67,3564,0,0,2026-01-29 10:10:00
FBIN,53.63,53.69,53.63,53.63,3002,0,0,2026-01-29 10:11:00
FBIN,53.66,53.72,53.62,53.62,6036,0,0,2026-01-29 10:12:00
FBIN,53.59,53.62,53.55,53.6,4097,0,0,2026-01-29 10:13:00
